"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Genetic Information Processing","Replication and repair","hsa03440","Homologous recombination","26/4162","41/9522",0.634146341463415,1.45082687732211,2.54908654481512,0.00857952241614855,0.0379019408004537,0.0241209757469333,"5893/4361/5888/5424/10714/8438/29086/6742/5425/10111/7979/6117/83990/580/50511/675/146956/84142/11073/80198/57804/5890/7516/25788/641/29935",26
"Cellular Processes","Cell growth and death","hsa04210","Apoptosis","74/4162","137/9522",0.54014598540146,1.23576887866235,2.44928627423726,0.00931165346109621,0.0406220882240322,0.0258520905301487,"843/8837/823/637/355/578/10039/5601/7185/60/113457/581/332/3710/4616/1439/3002/1522/331/5595/3551/27113/835/5599/1075/329/4001/27429/356/63970/8743/5290/10376/7277/468/10038/10912/842/4803/8739/1515/597/5170/7157/5366/207/1513/3708/112714/1676/1520/5783/836/840/84790/5604/1677/2353/598/5293/596/54205/1521/8722/3265/84823/3725/5551/6709/1616/100506742/4893/7124/1519",74
NA,NA,"hsa04518","Integrin signaling","82/4162","154/9522",0.532467532467532,1.21820178860064,2.40549883682302,0.0103182082343155,0.0444574651083469,0.0282929426567975,"3675/3082/3918/998/8440/87/60/3385/8516/1286/3693/3682/3655/1299/55612/284217/2321/4233/3384/1277/7448/595/7450/1297/896/3910/7060/5159/63923/5290/3791/5880/9459/81/3691/1284/2317/1101/7057/22801/1950/64098/1280/3695/3480/2064/207/3680/56034/1956/83706/7424/1758/3689/7412/1293/3673/1278/2200/3611/7148/255743/1285/7059/5747/5881/3987/80310/2266/2244/5293/3913/256076/7058/1287/29780/3908/3914/2316/6714/55742/3672",82
"Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","112/4162","217/9522",0.516129032258065,1.18082187533909,2.37428349201237,0.0108101745703487,0.0460091576225817,0.02928044716744,"2773/119391/2255/6196/27330/108/26281/1136/5241/4258/2778/332/10683/2099/990/3326/2953/1869/331/778/688/2254/3839/5595/79852/2253/7365/595/896/604/6654/2053/113/5290/2770/468/54567/23746/196883/2944/2949/2947/54490/9314/4609/408/109/1545/1950/5925/409/773/207/5567/4259/9970/148327/9586/1956/774/5578/7363/8817/776/90993/1141/115/993/107/5579/7184/2948/5604/367/2353/2941/85315/7364/5293/596/111/6777/2940/112/3265/1139/6199/6197/3725/2885/64764/3838/221357/6256/3840/5465/1978/8823/7366/3841/6714/1555/7367/6257/4893/2946/1388/10720/2938/2939/54577/9641",112
"Organismal Systems","Digestive system","hsa04970","Salivary secretion","54/4162","97/9522",0.556701030927835,1.27364421347786,2.38693933994798,0.0114655001776531,0.047179186362068,0.0300250590330157,"952/477/54831/6558/492/483/490/108/2778/6548/4069/3710/5332/1471/1472/3783/727897/113/653247/3346/482/196883/480/1131/486/5330/109/5567/481/805/5331/3708/2977/5578/2776/3778/491/362/115/2982/107/55503/5579/4025/1473/1470/111/112/277/51806/5592/6263/6844/5554",54
"Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","49/4162","87/9522",0.563218390804598,1.28855490563224,2.38246792098613,0.0117745841708925,0.047179186362068,0.0300250590330157,"9254/477/782/483/489/27092/6548/4625/778/786/9167/6543/7139/845/1340/482/7137/59285/3270/84701/1327/1349/480/1329/486/59283/481/93589/781/7381/776/55799/70/125965/4634/1346/27089/1345/783/7171/7386/7388/9377/1537/341947/444/6262/10479/440567",49
"Human Diseases","Cancer: specific types","hsa05218","Melanoma","42/4162","73/9522",0.575342465753425,1.31629287816053,2.39038494243748,0.0118348830485809,0.047179186362068,0.0300250590330157,"1870/3082/578/2255/369/26281/581/4616/1869/2254/5595/26291/1021/4233/2253/595/1871/2246/5159/5290/51426/1026/10912/1643/1019/1950/5925/3480/7157/207/56034/1956/1029/8817/5604/80310/5293/5728/3265/4286/8823/4893",42
"Genetic Information Processing","Chromosome","hsa03083","Polycomb repressive complex","47/4162","83/9522",0.566265060240964,1.29552520509718,2.38276112663708,0.0118446271740705,0.047179186362068,0.0300250590330157,"1387/3720/22955/10138/7321/8726/63035/84678/23492/10389/2146/2145/57666/6500/84759/26147/4149/1912/54881/121536/3607/8535/22823/91133/84108/23429/51460/221937/114785/648/1876/171023/3054/84733/9212/54880/10336/84458/11091/3066/7027/57713/84456/55777/1460/100170841/7703",47
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","45/4162","79/9522",0.569620253164557,1.30320135767249,2.38451258070466,0.0118757679299973,0.047179186362068,0.0300250590330157,"8574/119391/2950/4258/2953/27294/1577/7365/3290/1571/222/2944/2949/2947/54490/1545/4259/7363/873/874/22977/27306/374875/2948/2941/7364/130/2940/221357/131/7366/1555/1572/1553/7367/128/1549/1564/246181/2946/10720/2938/2939/54577/1548",45
"Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","72/4162","134/9522",0.537313432835821,1.22928844484928,2.35536356720804,0.0119489935966602,0.047179186362068,0.0300250590330157,"10203/5588/387/8399/10335/9138/4660/369/108/1906/2778/3710/85366/5332/778/5595/8605/5321/26279/113/10268/81579/1908/1907/79924/135/196883/10266/10267/4629/9475/5330/109/5567/805/185/3779/340156/5331/3708/1909/2977/5578/2776/3778/776/115/72/5580/2982/107/5579/94274/255189/5604/136/27094/5581/111/112/797/51806/5592/5501/391013/123745/5320/140465/23365/553/5500/157855",72
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","84/4162","159/9522",0.528301886792453,1.20867144787067,2.33810497267313,0.0122559431797099,0.047179186362068,0.0300250590330157,"4353/8685/535/51606/1535/29927/55176/537/7037/2213/949/60/113457/1781/8417/3693/30835/4689/51382/8411/11151/10382/50617/10952/5878/5869/7060/8992/4688/78989/653509/10376/7277/9296/23480/948/9550/347733/7057/245973/112714/22925/81035/653361/1780/715/3689/1520/3673/1536/84790/6890/53407/7059/64581/10333/84617/811/3119/729238/23545/9146/7058/79659/3123/203068/3117/3111/3108/6891/3122/3107/3133/3135/3134/3105/534/3106/3112/3109/90423/10381/4360/338382",84
"Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","70/4162","130/9522",0.538461538461538,1.23191512956049,2.34601963010864,0.0122841324366994,0.047179186362068,0.0300250590330157,"5601/2769/2773/6416/5609/108/1906/1286/2778/5332/5595/6013/5599/1277/59345/6654/113/5290/51764/2791/2770/468/196883/25759/1284/1910/408/5330/109/409/207/5567/148327/9586/1956/53358/5331/7424/5578/90993/115/2785/1278/107/2793/94235/2786/1281/1285/5604/2353/59350/5293/55970/339403/111/112/3265/4087/3725/2885/64764/51289/399694/1287/4312/6714/4893/1388/3640",70
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","105/4162","203/9522",0.517241379310345,1.18336675007042,2.3269865685321,0.0123017362720578,0.047179186362068,0.0300250590330157,"3675/2534/3082/5601/3918/5923/387/998/87/60/4660/5063/8516/1286/3693/3655/1299/85366/10627/284217/331/2321/5595/4233/5599/1277/7448/595/329/7450/1297/896/3910/7060/5159/6654/63923/5290/2002/3791/5880/25759/81/3691/10451/9475/1284/2317/1101/7057/22801/1950/64098/1280/3695/3480/5170/2064/207/3680/56034/340156/1956/53358/7424/1793/5578/2909/1293/3673/1278/3611/5579/7148/1285/5604/7059/5747/5881/80310/5293/596/5728/3913/256076/3265/3725/2885/29895/859/399694/23396/5501/7058/1287/29780/3908/3914/2316/6714/55742/5500/2013/3672/4636",105
NA,NA,"hsa04082","Neuroactive ligand signaling","103/4162","199/9522",0.517587939698492,1.18415962561486,2.31341232577537,0.0127628268524309,0.0484155062119389,0.0308118588771501,"6863/2556/2773/1103/108/6507/1136/4986/5026/43/2778/2568/11255/5332/2564/3356/6530/6511/2906/6505/6532/2557/2743/6506/2570/2916/3274/59345/5443/6869/60482/79627/2891/113/2914/4987/51764/2791/2770/135/196883/6538/1131/5025/3357/9568/5330/109/5567/8001/2561/8973/3363/1813/2900/5331/150/2555/5578/2890/2776/6529/3362/1141/115/2785/6512/2899/107/6571/5579/4160/3359/2793/94235/5368/2786/1128/64805/1816/136/2897/5031/55970/111/112/1139/2902/3355/2918/2567/152/1812/1133/2558/5030/2563/22953/6536/2913/2904/151/140",103
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","119/4162","233/9522",0.510729613733906,1.16846885679343,2.29415646197414,0.0132114805786164,0.0495785669025499,0.0315520362432153,"3675/8735/1634/477/2273/7431/1462/1829/2006/1301/483/2023/60/88/8516/10529/1286/3693/4606/22795/3655/4625/1299/25777/7125/8736/284217/2010/6445/1158/7138/2027/1277/4619/2026/1297/7060/4001/271/829/4811/7139/11155/6385/4620/2318/482/7137/7136/1289/3691/480/4626/4608/4629/1824/1284/7111/7057/22801/3695/81624/84467/127294/481/58/3930/3680/22989/1730/27063/114793/70/57731/4634/72/200539/1293/56203/25802/2199/3673/91977/1278/23353/26287/2200/7171/165904/1281/1285/7059/6444/442721/79188/255631/171024/256076/6712/1674/1466/84823/58529/29895/4703/2275/752/7058/1287/3908/85301/6709/1756/1302/1290/3672/4636/343263/4622",119
